"Time","ts-station-food-service-bbffbd779-qbpwz","ts-auth-service-5cd94cf4c9-pr4sc","ts-consign-service-69fdbff744-t4nnm","ts-execute-service-667756b4bf-vrl4r","ts-travel-plan-service-57865655f6-vklhv","ts-basic-service-c57455994-5rf52","ts-food-delivery-service-85c449576c-7jtrf","ts-train-service-c7fc88877-mm8n9","ts-config-service-55f74d8b79-mt2ln","tsdb-mysql-2","ts-assurance-service-569ffd759f-nzddv","tsdb-mysql-2","prometheus-operator-fb994f4c4-9qdfg","tsdb-mysql-0","ts-admin-route-service-5d486755c-mxt4j","tsdb-mysql-1","ts-order-other-service-6666b4d4d-x6l64","ts-ui-dashboard-7b5d44c888-gqlfj","ts-delivery-service-857d89f589-nrpbf","nacosdb-mysql-0","ts-avatar-service-ff8977c96-z6h7t","ts-travel-service-699599cdf5-mffdb","ts-seat-service-54f7bb8465-rzgwd","nacosdb-mysql-2","prometheus-main-0","ts-admin-travel-service-7d4d447494-lz7vv","ts-wait-order-service-6f7f78bb5d-8f78g","ts-verification-code-service-58d4c7b777-p96jk","tsdb-mysql-0","ts-rebook-service-79586f4dbc-lh6w9","grafana-745d5965f5-vwfq9","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-preserve-service-56dfc8d6d-vnlpb","ts-route-plan-service-6594877d59-qrh8f","nacosdb-mysql-1","ts-user-service-77988d68d8-kp6gg","cadvisor-zrs5l","ts-route-service-6f5855dc47-7ht8z","ts-station-service-798774f5d-dpsf5","nacosdb-mysql-1","ts-gateway-service-8585c745cd-mn5vn","ts-food-service-85b5445f7-69dvs","ts-notification-service-66777dd945-g9l6f","ts-preserve-other-service-5b9bbf9cf-hjzpg","ts-order-service-69885cc6c8-4mcjr","ts-admin-basic-info-service-d8d4b4ff9-s7zth","ts-voucher-service-7545b4fb7c-v46q2","ts-cancel-service-55b6778574-7zfnb","kube-state-metrics-57969c69d7-rx485","nacosdb-mysql-2","ts-admin-user-service-c544d7b74-xj8pn","ts-price-service-55c8646c4c-hjw4b","ts-ticket-office-service-9979b76f9-ztj64","ts-news-service-7665fdf4c-hlrml","prometheus-main-0","ts-admin-order-service-787856598f-fl56n","tsdb-mysql-1","nacosdb-mysql-0","ts-train-food-service-f544897f-jd76n","ts-inside-payment-service-7f87878d9f-mqp8l","ts-travel2-service-5db558f8d9-4tk7g","ts-payment-service-7fc4c49d89-7zrgj","ts-contacts-service-69864b9cd7-j7kng","ts-security-service-7fd5f9ff9c-k4nxj"
2024-01-04 09:25:05,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,23.9 ms,88.4 µs,0 s,0 s,0 s,0 s,0 s,964.6 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.4 ms,0 s,0 s,,,,842.5 ms,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,19.1 ms,0 s,0 s,696.7 µs,0 s,0 s,0 s,0 s,0 s,0 s,17.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,12.5 ms,16.9 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:25:10,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.0 ms,91.6 µs,0 s,0 s,0 s,0 s,0 s,946.5 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.6 ms,0 s,0 s,,,,525.0 ms,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,20.8 ms,0 s,0 s,698.2 µs,0 s,0 s,0 s,0 s,0 s,0 s,19.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,13.2 ms,24.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:25:15,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.4 ms,92.0 µs,0 s,0 s,0 s,0 s,0 s,946.9 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.9 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,14.9 ms,0 s,0 s,705.0 µs,0 s,0 s,0 s,0 s,0 s,0 s,17.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,12.5 ms,22.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:25:20,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,23.9 ms,95.4 µs,0 s,0 s,0 s,0 s,0 s,973.6 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.2 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,20.2 ms,0 s,0 s,725.6 µs,0 s,0 s,0 s,0 s,0 s,0 s,20.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,14.2 ms,27.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:25:25,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.8 ms,93.1 µs,0 s,0 s,0 s,0 s,0 s,968.2 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.8 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,16.6 ms,0 s,0 s,715.1 µs,0 s,0 s,0 s,0 s,0 s,0 s,20.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,11.8 ms,24.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:25:30,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,944.8 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.8 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,18.9 ms,0 s,0 s,717.9 µs,0 s,0 s,0 s,0 s,0 s,0 s,21.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,13.8 ms,25.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:25:35,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,954.0 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.1 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,14.9 ms,0 s,0 s,712.6 µs,0 s,0 s,0 s,0 s,0 s,0 s,17.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,11.7 ms,22.9 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:25:40,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,967.6 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,32.0 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,17.4 ms,0 s,0 s,700.4 µs,0 s,0 s,0 s,0 s,0 s,0 s,19.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,13.3 ms,29.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:25:45,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,28.1 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,14.9 ms,0 s,0 s,722.8 µs,0 s,0 s,0 s,0 s,0 s,0 s,16.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,6.2 ms,25.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:25:50,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,34.5 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,15.9 ms,0 s,0 s,722.9 µs,0 s,0 s,0 s,0 s,0 s,0 s,20.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,7.3 ms,28.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:25:55,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,6.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,29.5 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,13.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,6.3 ms,22.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:26:00,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,29.5 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,14.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,7.8 ms,23.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:26:05,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,7.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.5 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,12.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,7.2 ms,15.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:26:10,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,26.8 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,18.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,11.3 ms,21.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:26:15,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,7.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.7 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,12.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,10.1 ms,17.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:26:20,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,26.8 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,15.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,13.8 ms,18.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:26:25,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.2 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,13.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,11.5 ms,17.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:26:30,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.3 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,15.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,14.2 ms,21.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:26:35,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.2 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,13.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,12.3 ms,14.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:26:40,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,28.1 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,19.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,14.0 ms,23.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:26:45,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.5 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,18.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,12.7 ms,20.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:26:50,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,23.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,30.7 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,21.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,15.0 ms,29.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:26:55,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,21.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,30.8 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,20.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,13.4 ms,28.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:27:00,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,36.3 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,26.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,14.5 ms,37.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:27:05,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,26.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,32.1 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,20.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,10.3 ms,31.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:27:10,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,28.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,37.5 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,21.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,10.7 ms,33.1 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:27:15,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,34.3 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,18.7 ms,289.9 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,7.4 ms,32.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:27:20,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,36.5 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,24.6 ms,282.7 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,8.5 ms,37.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:27:25,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,30.7 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,22.2 ms,291.5 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,6.0 ms,33.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:27:30,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,29.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,31.9 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,25.6 ms,286.1 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,7.1 ms,35.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:27:35,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,23.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.2 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,19.6 ms,292.5 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,5.6 ms,26.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:27:40,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,29.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.9 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,22.7 ms,293.7 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,7.4 ms,27.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:27:45,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.0 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,20.8 ms,292.7 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,5.4 ms,18.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:27:50,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,30.9 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,28.6 ms,274.2 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,6.4 ms,20.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:27:55,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.5 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,21.7 ms,292.9 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,5.2 ms,11.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:28:00,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,21.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,30.9 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,21.5 ms,269.4 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,5.1 ms,14.1 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:28:05,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.9 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,21.8 ms,294.3 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,4.8 ms,11.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:28:10,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,21.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,35.9 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,29.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,6.4 ms,13.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:28:15,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,33.6 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,22.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,5.5 ms,8.9 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:28:20,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,37.6 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,28.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,7.5 ms,9.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:28:25,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,36.2 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,24.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,6.5 ms,7.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:28:30,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,36.9 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,27.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,7.6 ms,9.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
